63
40
14
87
21
62
81
51
30
39
9
10
34
102
140
84
60
19.1
28
40
17
77
87
61
12
24
28
24
47
39
40
34
27
76
50
22
22
18
20
17
23
46
18
19
24
28
48
14
42
47
49
107
35
121
54
42
48
14
20
16
16
21
10
28
19
18
32
27
19
22
18
20
16
20
25
60
116.5
29
32
69
24
19
26
23
26
22
47
37
27
42.5
41.3
50.5
54
45
30
30
64
29
74
37
71
54
57
16

40.5
18
18
22
22
23
24
24
24
25
25
26
27
28
31
34
35
38
39
39
39
40
40
40
42
42
43
43
44
46
50
51
53
53
55
55
57
58
61
62
63
67
73
76
77
82
87
87
87
90
106
198
64.90
53.40
48.20
13
42
47
51
57
64
66
70
74
78
88
94
103
171
185
71
12
11.5
35.5
31
13.50
66.5
36.5
10
14
18
27
36
13
69
71
17
48
119
33
17
18
26
29
39
58
73
77
8
13
39
58
79
150
79.6

82
68
88
74
44
44
12
18
69
46
50
27
22
24
36
55
34
85
28
103
19.75
35.75
62.3333333333
15
21
22
37
58
128
109
39
69
95
7
108
35
33
29
36
20
6
33
33
27
29
27
14
34
5
16
12
16
11
20
15
24
22
39
16
22
27
22
18
16
13
36
10
16
25
25
16
19
10
30
19
34
15
13
16
26
17
35
10
15
15
24
10
19
40
25
15
25
4
41
32
39
10
23
26
19
28
25
40
42
42
19
63
31
17
3
18
36
19
44
24
22
11
18
14
15
25
21
9
11
14
18
18
37
29
11
24
18
15
17
14
24
41.5
24
72.3
58.7
36.5
27
38.5
43
44
44
33
7
8
9
14
16
20
21
22
23
25
25
25
27
28
30
31
44
44
49

198
70
101
146
223
45
51
25
66
88
21
89
15
13
138
74
38
106
216
59
60
40
178
38
56
90
54
120
236
10
29
34
139
247
